id,item_id,store_id,state_id,cat_id,dept_id,demand_pattern
FOODS_2_180_CA_4_evaluation,FOODS_2_180,CA_4,CA,FOODS,FOODS_2,Intermittent
FOODS_1_061_WI_1_evaluation,FOODS_1_061,WI_1,WI,FOODS,FOODS_1,Intermittent
HOUSEHOLD_2_220_TX_3_evaluation,HOUSEHOLD_2_220,TX_3,TX,HOUSEHOLD,HOUSEHOLD_2,Intermittent
FOODS_2_108_CA_3_evaluation,FOODS_2_108,CA_3,CA,FOODS,FOODS_2,Intermittent
HOUSEHOLD_2_106_TX_1_evaluation,HOUSEHOLD_2_106,TX_1,TX,HOUSEHOLD,HOUSEHOLD_2,Intermittent
HOBBIES_1_419_CA_3_evaluation,HOBBIES_1_419,CA_3,CA,HOBBIES,HOBBIES_1,Intermittent
HOUSEHOLD_1_462_CA_3_evaluation,HOUSEHOLD_1_462,CA_3,CA,HOUSEHOLD,HOUSEHOLD_1,Intermittent
HOUSEHOLD_2_015_CA_3_evaluation,HOUSEHOLD_2_015,CA_3,CA,HOUSEHOLD,HOUSEHOLD_2,Intermittent
FOODS_1_076_TX_3_evaluation,FOODS_1_076,TX_3,TX,FOODS,FOODS_1,Intermittent
HOUSEHOLD_2_456_CA_1_evaluation,HOUSEHOLD_2_456,CA_1,CA,HOUSEHOLD,HOUSEHOLD_2,Intermittent
HOUSEHOLD_1_166_CA_1_evaluation,HOUSEHOLD_1_166,CA_1,CA,HOUSEHOLD,HOUSEHOLD_1,Intermittent
HOUSEHOLD_2_476_CA_1_evaluation,HOUSEHOLD_2_476,CA_1,CA,HOUSEHOLD,HOUSEHOLD_2,Intermittent
HOUSEHOLD_2_507_WI_3_evaluation,HOUSEHOLD_2_507,WI_3,WI,HOUSEHOLD,HOUSEHOLD_2,Intermittent
HOUSEHOLD_2_231_CA_2_evaluation,HOUSEHOLD_2_231,CA_2,CA,HOUSEHOLD,HOUSEHOLD_2,Intermittent
HOBBIES_1_394_WI_2_evaluation,HOBBIES_1_394,WI_2,WI,HOBBIES,HOBBIES_1,Intermittent
HOBBIES_2_010_CA_3_evaluation,HOBBIES_2_010,CA_3,CA,HOBBIES,HOBBIES_2,Intermittent
FOODS_3_017_CA_3_evaluation,FOODS_3_017,CA_3,CA,FOODS,FOODS_3,Intermittent
HOUSEHOLD_2_383_WI_2_evaluation,HOUSEHOLD_2_383,WI_2,WI,HOUSEHOLD,HOUSEHOLD_2,Intermittent
HOUSEHOLD_2_169_WI_2_evaluation,HOUSEHOLD_2_169,WI_2,WI,HOUSEHOLD,HOUSEHOLD_2,Intermittent
FOODS_1_136_WI_2_evaluation,FOODS_1_136,WI_2,WI,FOODS,FOODS_1,Intermittent
HOBBIES_1_202_WI_3_evaluation,HOBBIES_1_202,WI_3,WI,HOBBIES,HOBBIES_1,Lumpy
HOUSEHOLD_2_169_TX_1_evaluation,HOUSEHOLD_2_169,TX_1,TX,HOUSEHOLD,HOUSEHOLD_2,Lumpy
HOUSEHOLD_1_474_WI_1_evaluation,HOUSEHOLD_1_474,WI_1,WI,HOUSEHOLD,HOUSEHOLD_1,Lumpy
FOODS_3_624_WI_3_evaluation,FOODS_3_624,WI_3,WI,FOODS,FOODS_3,Lumpy
FOODS_3_133_WI_3_evaluation,FOODS_3_133,WI_3,WI,FOODS,FOODS_3,Lumpy
FOODS_1_035_CA_1_evaluation,FOODS_1_035,CA_1,CA,FOODS,FOODS_1,Lumpy
HOBBIES_1_248_WI_2_evaluation,HOBBIES_1_248,WI_2,WI,HOBBIES,HOBBIES_1,Lumpy
FOODS_1_166_WI_3_evaluation,FOODS_1_166,WI_3,WI,FOODS,FOODS_1,Lumpy
FOODS_2_257_CA_4_evaluation,FOODS_2_257,CA_4,CA,FOODS,FOODS_2,Lumpy
FOODS_3_707_TX_3_evaluation,FOODS_3_707,TX_3,TX,FOODS,FOODS_3,Lumpy
FOODS_3_153_TX_1_evaluation,FOODS_3_153,TX_1,TX,FOODS,FOODS_3,Lumpy
FOODS_1_137_CA_1_evaluation,FOODS_1_137,CA_1,CA,FOODS,FOODS_1,Lumpy
HOUSEHOLD_1_189_TX_2_evaluation,HOUSEHOLD_1_189,TX_2,TX,HOUSEHOLD,HOUSEHOLD_1,Lumpy
FOODS_1_067_CA_1_evaluation,FOODS_1_067,CA_1,CA,FOODS,FOODS_1,Lumpy
FOODS_3_388_CA_4_evaluation,FOODS_3_388,CA_4,CA,FOODS,FOODS_3,Lumpy
FOODS_3_155_CA_2_evaluation,FOODS_3_155,CA_2,CA,FOODS,FOODS_3,Lumpy
HOBBIES_1_048_TX_2_evaluation,HOBBIES_1_048,TX_2,TX,HOBBIES,HOBBIES_1,Lumpy
FOODS_3_150_CA_3_evaluation,FOODS_3_150,CA_3,CA,FOODS,FOODS_3,Lumpy
FOODS_1_196_CA_4_evaluation,FOODS_1_196,CA_4,CA,FOODS,FOODS_1,Lumpy
HOUSEHOLD_2_075_TX_2_evaluation,HOUSEHOLD_2_075,TX_2,TX,HOUSEHOLD,HOUSEHOLD_2,Lumpy
FOODS_3_460_CA_2_evaluation,FOODS_3_460,CA_2,CA,FOODS,FOODS_3,Lumpy
FOODS_1_005_WI_1_evaluation,FOODS_1_005,WI_1,WI,FOODS,FOODS_1,Lumpy
HOBBIES_1_286_CA_1_evaluation,HOBBIES_1_286,CA_1,CA,HOBBIES,HOBBIES_1,Lumpy
FOODS_2_121_TX_1_evaluation,FOODS_2_121,TX_1,TX,FOODS,FOODS_2,Lumpy
HOBBIES_2_009_TX_3_evaluation,HOBBIES_2_009,TX_3,TX,HOBBIES,HOBBIES_2,Lumpy
FOODS_3_519_CA_4_evaluation,FOODS_3_519,CA_4,CA,FOODS,FOODS_3,Lumpy
FOODS_2_270_WI_2_evaluation,FOODS_2_270,WI_2,WI,FOODS,FOODS_2,Lumpy
FOODS_3_213_CA_4_evaluation,FOODS_3_213,CA_4,CA,FOODS,FOODS_3,Lumpy
FOODS_3_756_CA_2_evaluation,FOODS_3_756,CA_2,CA,FOODS,FOODS_3,Lumpy
HOUSEHOLD_1_507_CA_2_evaluation,HOUSEHOLD_1_507,CA_2,CA,HOUSEHOLD,HOUSEHOLD_1,Lumpy
FOODS_3_664_CA_1_evaluation,FOODS_3_664,CA_1,CA,FOODS,FOODS_3,Lumpy
FOODS_3_421_WI_1_evaluation,FOODS_3_421,WI_1,WI,FOODS,FOODS_3,Lumpy
FOODS_1_151_CA_2_evaluation,FOODS_1_151,CA_2,CA,FOODS,FOODS_1,Lumpy
FOODS_3_294_TX_2_evaluation,FOODS_3_294,TX_2,TX,FOODS,FOODS_3,Lumpy
HOUSEHOLD_1_439_CA_1_evaluation,HOUSEHOLD_1_439,CA_1,CA,HOUSEHOLD,HOUSEHOLD_1,Lumpy
HOBBIES_1_353_CA_1_evaluation,HOBBIES_1_353,CA_1,CA,HOBBIES,HOBBIES_1,Lumpy
FOODS_3_107_CA_2_evaluation,FOODS_3_107,CA_2,CA,FOODS,FOODS_3,Lumpy
HOBBIES_1_006_WI_3_evaluation,HOBBIES_1_006,WI_3,WI,HOBBIES,HOBBIES_1,Lumpy
FOODS_3_445_TX_3_evaluation,FOODS_3_445,TX_3,TX,FOODS,FOODS_3,Lumpy
FOODS_1_185_TX_3_evaluation,FOODS_1_185,TX_3,TX,FOODS,FOODS_1,Lumpy
FOODS_1_035_TX_2_evaluation,FOODS_1_035,TX_2,TX,FOODS,FOODS_1,Lumpy
FOODS_3_086_CA_2_evaluation,FOODS_3_086,CA_2,CA,FOODS,FOODS_3,Lumpy
FOODS_2_132_CA_3_evaluation,FOODS_2_132,CA_3,CA,FOODS,FOODS_2,Lumpy
HOUSEHOLD_1_015_TX_2_evaluation,HOUSEHOLD_1_015,TX_2,TX,HOUSEHOLD,HOUSEHOLD_1,Lumpy
FOODS_3_319_TX_3_evaluation,FOODS_3_319,TX_3,TX,FOODS,FOODS_3,Lumpy
FOODS_3_645_CA_2_evaluation,FOODS_3_645,CA_2,CA,FOODS,FOODS_3,Lumpy
HOUSEHOLD_1_515_TX_2_evaluation,HOUSEHOLD_1_515,TX_2,TX,HOUSEHOLD,HOUSEHOLD_1,Lumpy
FOODS_1_189_CA_3_evaluation,FOODS_1_189,CA_3,CA,FOODS,FOODS_1,Lumpy
FOODS_3_779_TX_1_evaluation,FOODS_3_779,TX_1,TX,FOODS,FOODS_3,Lumpy
FOODS_2_125_WI_1_evaluation,FOODS_2_125,WI_1,WI,FOODS,FOODS_2,Lumpy
FOODS_1_217_WI_1_evaluation,FOODS_1_217,WI_1,WI,FOODS,FOODS_1,Lumpy
HOUSEHOLD_2_023_TX_2_evaluation,HOUSEHOLD_2_023,TX_2,TX,HOUSEHOLD,HOUSEHOLD_2,Lumpy
HOBBIES_1_233_TX_3_evaluation,HOBBIES_1_233,TX_3,TX,HOBBIES,HOBBIES_1,Lumpy
FOODS_2_034_WI_2_evaluation,FOODS_2_034,WI_2,WI,FOODS,FOODS_2,Lumpy
HOBBIES_1_016_TX_3_evaluation,HOBBIES_1_016,TX_3,TX,HOBBIES,HOBBIES_1,Lumpy
FOODS_2_026_CA_2_evaluation,FOODS_2_026,CA_2,CA,FOODS,FOODS_2,Lumpy
FOODS_1_149_WI_2_evaluation,FOODS_1_149,WI_2,WI,FOODS,FOODS_1,Lumpy
FOODS_2_368_WI_3_evaluation,FOODS_2_368,WI_3,WI,FOODS,FOODS_2,Lumpy
FOODS_2_283_TX_2_evaluation,FOODS_2_283,TX_2,TX,FOODS,FOODS_2,Lumpy
FOODS_2_051_TX_3_evaluation,FOODS_2_051,TX_3,TX,FOODS,FOODS_2,Lumpy
HOUSEHOLD_1_141_WI_3_evaluation,HOUSEHOLD_1_141,WI_3,WI,HOUSEHOLD,HOUSEHOLD_1,Lumpy
FOODS_3_375_CA_2_evaluation,FOODS_3_375,CA_2,CA,FOODS,FOODS_3,Lumpy
FOODS_3_446_WI_3_evaluation,FOODS_3_446,WI_3,WI,FOODS,FOODS_3,Lumpy
FOODS_1_108_TX_1_evaluation,FOODS_1_108,TX_1,TX,FOODS,FOODS_1,Lumpy
HOUSEHOLD_1_254_TX_2_evaluation,HOUSEHOLD_1_254,TX_2,TX,HOUSEHOLD,HOUSEHOLD_1,Lumpy
FOODS_2_116_WI_3_evaluation,FOODS_2_116,WI_3,WI,FOODS,FOODS_2,Lumpy
FOODS_3_758_TX_2_evaluation,FOODS_3_758,TX_2,TX,FOODS,FOODS_3,Lumpy
FOODS_1_119_CA_2_evaluation,FOODS_1_119,CA_2,CA,FOODS,FOODS_1,Lumpy
FOODS_1_091_TX_2_evaluation,FOODS_1_091,TX_2,TX,FOODS,FOODS_1,Lumpy
FOODS_1_092_TX_3_evaluation,FOODS_1_092,TX_3,TX,FOODS,FOODS_1,Lumpy
FOODS_3_511_WI_2_evaluation,FOODS_3_511,WI_2,WI,FOODS,FOODS_3,Lumpy
FOODS_3_234_TX_1_evaluation,FOODS_3_234,TX_1,TX,FOODS,FOODS_3,Lumpy
HOBBIES_2_097_CA_2_evaluation,HOBBIES_2_097,CA_2,CA,HOBBIES,HOBBIES_2,Lumpy
FOODS_3_420_TX_2_evaluation,FOODS_3_420,TX_2,TX,FOODS,FOODS_3,Lumpy
FOODS_2_358_CA_3_evaluation,FOODS_2_358,CA_3,CA,FOODS,FOODS_2,Lumpy
FOODS_3_414_TX_2_evaluation,FOODS_3_414,TX_2,TX,FOODS,FOODS_3,Lumpy
FOODS_1_174_WI_1_evaluation,FOODS_1_174,WI_1,WI,FOODS,FOODS_1,Lumpy
FOODS_2_229_TX_3_evaluation,FOODS_2_229,TX_3,TX,FOODS,FOODS_2,Lumpy
FOODS_2_244_WI_3_evaluation,FOODS_2_244,WI_3,WI,FOODS,FOODS_2,Lumpy
FOODS_2_020_WI_2_evaluation,FOODS_2_020,WI_2,WI,FOODS,FOODS_2,Lumpy
FOODS_3_008_TX_3_evaluation,FOODS_3_008,TX_3,TX,FOODS,FOODS_3,Lumpy
FOODS_2_124_CA_1_evaluation,FOODS_2_124,CA_1,CA,FOODS,FOODS_2,Lumpy
FOODS_3_211_WI_3_evaluation,FOODS_3_211,WI_3,WI,FOODS,FOODS_3,Lumpy
FOODS_1_201_WI_3_evaluation,FOODS_1_201,WI_3,WI,FOODS,FOODS_1,Lumpy
HOBBIES_1_404_CA_1_evaluation,HOBBIES_1_404,CA_1,CA,HOBBIES,HOBBIES_1,Lumpy
FOODS_2_135_WI_3_evaluation,FOODS_2_135,WI_3,WI,FOODS,FOODS_2,Lumpy
FOODS_3_146_WI_1_evaluation,FOODS_3_146,WI_1,WI,FOODS,FOODS_3,Lumpy
FOODS_3_464_CA_1_evaluation,FOODS_3_464,CA_1,CA,FOODS,FOODS_3,Lumpy
FOODS_3_155_WI_3_evaluation,FOODS_3_155,WI_3,WI,FOODS,FOODS_3,Lumpy
FOODS_3_600_CA_2_evaluation,FOODS_3_600,CA_2,CA,FOODS,FOODS_3,Lumpy
FOODS_1_113_CA_1_evaluation,FOODS_1_113,CA_1,CA,FOODS,FOODS_1,Lumpy
FOODS_3_124_TX_3_evaluation,FOODS_3_124,TX_3,TX,FOODS,FOODS_3,Lumpy
FOODS_3_573_TX_1_evaluation,FOODS_3_573,TX_1,TX,FOODS,FOODS_3,Lumpy
FOODS_1_015_WI_2_evaluation,FOODS_1_015,WI_2,WI,FOODS,FOODS_1,Lumpy
FOODS_3_083_WI_3_evaluation,FOODS_3_083,WI_3,WI,FOODS,FOODS_3,Lumpy
FOODS_3_112_WI_1_evaluation,FOODS_3_112,WI_1,WI,FOODS,FOODS_3,Lumpy
FOODS_3_660_TX_2_evaluation,FOODS_3_660,TX_2,TX,FOODS,FOODS_3,Lumpy
FOODS_3_433_CA_3_evaluation,FOODS_3_433,CA_3,CA,FOODS,FOODS_3,Lumpy
FOODS_2_104_WI_2_evaluation,FOODS_2_104,WI_2,WI,FOODS,FOODS_2,Lumpy
FOODS_3_021_TX_3_evaluation,FOODS_3_021,TX_3,TX,FOODS,FOODS_3,Lumpy
FOODS_1_206_TX_1_evaluation,FOODS_1_206,TX_1,TX,FOODS,FOODS_1,Lumpy
FOODS_1_164_CA_4_evaluation,FOODS_1_164,CA_4,CA,FOODS,FOODS_1,Lumpy
FOODS_1_083_CA_2_evaluation,FOODS_1_083,CA_2,CA,FOODS,FOODS_1,Lumpy
FOODS_2_270_CA_4_evaluation,FOODS_2_270,CA_4,CA,FOODS,FOODS_2,Lumpy
FOODS_1_012_WI_3_evaluation,FOODS_1_012,WI_3,WI,FOODS,FOODS_1,Lumpy
FOODS_3_644_TX_2_evaluation,FOODS_3_644,TX_2,TX,FOODS,FOODS_3,Lumpy
FOODS_1_138_TX_1_evaluation,FOODS_1_138,TX_1,TX,FOODS,FOODS_1,Lumpy
FOODS_3_786_CA_3_evaluation,FOODS_3_786,CA_3,CA,FOODS,FOODS_3,Lumpy
HOUSEHOLD_1_331_CA_2_evaluation,HOUSEHOLD_1_331,CA_2,CA,HOUSEHOLD,HOUSEHOLD_1,Lumpy
FOODS_3_095_TX_1_evaluation,FOODS_3_095,TX_1,TX,FOODS,FOODS_3,Lumpy
FOODS_2_019_WI_3_evaluation,FOODS_2_019,WI_3,WI,FOODS,FOODS_2,Lumpy
FOODS_2_107_CA_1_evaluation,FOODS_2_107,CA_1,CA,FOODS,FOODS_2,Lumpy
FOODS_2_141_TX_2_evaluation,FOODS_2_141,TX_2,TX,FOODS,FOODS_2,Lumpy
HOUSEHOLD_1_217_TX_2_evaluation,HOUSEHOLD_1_217,TX_2,TX,HOUSEHOLD,HOUSEHOLD_1,Lumpy
HOBBIES_2_118_TX_3_evaluation,HOBBIES_2_118,TX_3,TX,HOBBIES,HOBBIES_2,Lumpy
FOODS_3_391_CA_2_evaluation,FOODS_3_391,CA_2,CA,FOODS,FOODS_3,Lumpy
FOODS_3_070_WI_1_evaluation,FOODS_3_070,WI_1,WI,FOODS,FOODS_3,Lumpy
FOODS_3_428_WI_3_evaluation,FOODS_3_428,WI_3,WI,FOODS,FOODS_3,Lumpy
HOBBIES_2_032_TX_3_evaluation,HOBBIES_2_032,TX_3,TX,HOBBIES,HOBBIES_2,Lumpy
FOODS_3_664_WI_2_evaluation,FOODS_3_664,WI_2,WI,FOODS,FOODS_3,Lumpy
FOODS_3_792_CA_4_evaluation,FOODS_3_792,CA_4,CA,FOODS,FOODS_3,Lumpy
HOBBIES_1_278_CA_1_evaluation,HOBBIES_1_278,CA_1,CA,HOBBIES,HOBBIES_1,Lumpy
HOBBIES_1_032_TX_1_evaluation,HOBBIES_1_032,TX_1,TX,HOBBIES,HOBBIES_1,Lumpy
HOBBIES_1_370_TX_3_evaluation,HOBBIES_1_370,TX_3,TX,HOBBIES,HOBBIES_1,Lumpy
FOODS_3_383_WI_1_evaluation,FOODS_3_383,WI_1,WI,FOODS,FOODS_3,Lumpy
FOODS_3_369_CA_3_evaluation,FOODS_3_369,CA_3,CA,FOODS,FOODS_3,Smooth
HOUSEHOLD_1_351_TX_3_evaluation,HOUSEHOLD_1_351,TX_3,TX,HOUSEHOLD,HOUSEHOLD_1,Smooth
FOODS_2_322_WI_1_evaluation,FOODS_2_322,WI_1,WI,FOODS,FOODS_2,Smooth
FOODS_3_156_CA_2_evaluation,FOODS_3_156,CA_2,CA,FOODS,FOODS_3,Smooth
FOODS_3_586_TX_2_evaluation,FOODS_3_586,TX_2,TX,FOODS,FOODS_3,Smooth
HOUSEHOLD_1_459_TX_1_evaluation,HOUSEHOLD_1_459,TX_1,TX,HOUSEHOLD,HOUSEHOLD_1,Smooth
FOODS_2_349_WI_1_evaluation,FOODS_2_349,WI_1,WI,FOODS,FOODS_2,Smooth
HOUSEHOLD_1_225_TX_3_evaluation,HOUSEHOLD_1_225,TX_3,TX,HOUSEHOLD,HOUSEHOLD_1,Smooth
HOUSEHOLD_2_409_CA_3_evaluation,HOUSEHOLD_2_409,CA_3,CA,HOUSEHOLD,HOUSEHOLD_2,Smooth
HOUSEHOLD_1_506_CA_3_evaluation,HOUSEHOLD_1_506,CA_3,CA,HOUSEHOLD,HOUSEHOLD_1,Smooth
FOODS_3_252_WI_3_evaluation,FOODS_3_252,WI_3,WI,FOODS,FOODS_3,Smooth
FOODS_2_293_TX_3_evaluation,FOODS_2_293,TX_3,TX,FOODS,FOODS_2,Smooth
HOUSEHOLD_1_514_CA_4_evaluation,HOUSEHOLD_1_514,CA_4,CA,HOUSEHOLD,HOUSEHOLD_1,Smooth
FOODS_3_144_CA_3_evaluation,FOODS_3_144,CA_3,CA,FOODS,FOODS_3,Smooth
FOODS_2_204_CA_3_evaluation,FOODS_2_204,CA_3,CA,FOODS,FOODS_2,Smooth
FOODS_3_617_TX_2_evaluation,FOODS_3_617,TX_2,TX,FOODS,FOODS_3,Smooth
HOUSEHOLD_1_411_CA_3_evaluation,HOUSEHOLD_1_411,CA_3,CA,HOUSEHOLD,HOUSEHOLD_1,Smooth
HOUSEHOLD_1_535_CA_1_evaluation,HOUSEHOLD_1_535,CA_1,CA,HOUSEHOLD,HOUSEHOLD_1,Smooth
FOODS_3_310_WI_1_evaluation,FOODS_3_310,WI_1,WI,FOODS,FOODS_3,Smooth
FOODS_3_469_CA_3_evaluation,FOODS_3_469,CA_3,CA,FOODS,FOODS_3,Smooth
FOODS_3_707_CA_3_evaluation,FOODS_3_707,CA_3,CA,FOODS,FOODS_3,Smooth
FOODS_3_714_TX_1_evaluation,FOODS_3_714,TX_1,TX,FOODS,FOODS_3,Smooth
FOODS_2_359_CA_3_evaluation,FOODS_2_359,CA_3,CA,FOODS,FOODS_2,Smooth
FOODS_3_561_WI_3_evaluation,FOODS_3_561,WI_3,WI,FOODS,FOODS_3,Smooth
FOODS_3_577_WI_1_evaluation,FOODS_3_577,WI_1,WI,FOODS,FOODS_3,Smooth
FOODS_2_371_CA_2_evaluation,FOODS_2_371,CA_2,CA,FOODS,FOODS_2,Smooth
HOUSEHOLD_1_050_TX_3_evaluation,HOUSEHOLD_1_050,TX_3,TX,HOUSEHOLD,HOUSEHOLD_1,Smooth
HOUSEHOLD_1_304_TX_3_evaluation,HOUSEHOLD_1_304,TX_3,TX,HOUSEHOLD,HOUSEHOLD_1,Smooth
FOODS_2_322_TX_1_evaluation,FOODS_2_322,TX_1,TX,FOODS,FOODS_2,Smooth
FOODS_3_113_TX_2_evaluation,FOODS_3_113,TX_2,TX,FOODS,FOODS_3,Smooth
HOUSEHOLD_1_090_TX_3_evaluation,HOUSEHOLD_1_090,TX_3,TX,HOUSEHOLD,HOUSEHOLD_1,Smooth
FOODS_3_446_TX_3_evaluation,FOODS_3_446,TX_3,TX,FOODS,FOODS_3,Smooth
FOODS_3_523_TX_2_evaluation,FOODS_3_523,TX_2,TX,FOODS,FOODS_3,Smooth
FOODS_3_071_TX_3_evaluation,FOODS_3_071,TX_3,TX,FOODS,FOODS_3,Smooth
FOODS_3_704_WI_2_evaluation,FOODS_3_704,WI_2,WI,FOODS,FOODS_3,Smooth
FOODS_3_789_TX_2_evaluation,FOODS_3_789,TX_2,TX,FOODS,FOODS_3,Smooth
FOODS_3_377_CA_1_evaluation,FOODS_3_377,CA_1,CA,FOODS,FOODS_3,Smooth
FOODS_3_565_CA_4_evaluation,FOODS_3_565,CA_4,CA,FOODS,FOODS_3,Smooth
HOUSEHOLD_1_247_WI_2_evaluation,HOUSEHOLD_1_247,WI_2,WI,HOUSEHOLD,HOUSEHOLD_1,Smooth
FOODS_3_087_WI_3_evaluation,FOODS_3_087,WI_3,WI,FOODS,FOODS_3,Smooth
FOODS_3_136_WI_3_evaluation,FOODS_3_136,WI_3,WI,FOODS,FOODS_3,Smooth
FOODS_3_258_WI_3_evaluation,FOODS_3_258,WI_3,WI,FOODS,FOODS_3,Smooth
FOODS_3_295_CA_1_evaluation,FOODS_3_295,CA_1,CA,FOODS,FOODS_3,Smooth
FOODS_3_324_CA_4_evaluation,FOODS_3_324,CA_4,CA,FOODS,FOODS_3,Smooth
HOBBIES_1_228_CA_3_evaluation,HOBBIES_1_228,CA_3,CA,HOBBIES,HOBBIES_1,Smooth
HOUSEHOLD_1_425_CA_3_evaluation,HOUSEHOLD_1_425,CA_3,CA,HOUSEHOLD,HOUSEHOLD_1,Smooth
FOODS_2_398_WI_1_evaluation,FOODS_2_398,WI_1,WI,FOODS,FOODS_2,Smooth
FOODS_2_151_WI_3_evaluation,FOODS_2_151,WI_3,WI,FOODS,FOODS_2,Smooth
FOODS_3_746_CA_4_evaluation,FOODS_3_746,CA_4,CA,FOODS,FOODS_3,Smooth
FOODS_3_505_CA_4_evaluation,FOODS_3_505,CA_4,CA,FOODS,FOODS_3,Smooth
FOODS_3_449_CA_2_evaluation,FOODS_3_449,CA_2,CA,FOODS,FOODS_3,Smooth
FOODS_3_782_CA_3_evaluation,FOODS_3_782,CA_3,CA,FOODS,FOODS_3,Smooth
FOODS_3_377_TX_1_evaluation,FOODS_3_377,TX_1,TX,FOODS,FOODS_3,Smooth
FOODS_3_652_WI_2_evaluation,FOODS_3_652,WI_2,WI,FOODS,FOODS_3,Smooth
HOUSEHOLD_1_514_WI_3_evaluation,HOUSEHOLD_1_514,WI_3,WI,HOUSEHOLD,HOUSEHOLD_1,Smooth
FOODS_3_495_TX_1_evaluation,FOODS_3_495,TX_1,TX,FOODS,FOODS_3,Smooth
FOODS_1_170_TX_3_evaluation,FOODS_1_170,TX_3,TX,FOODS,FOODS_1,Smooth
HOUSEHOLD_1_075_TX_3_evaluation,HOUSEHOLD_1_075,TX_3,TX,HOUSEHOLD,HOUSEHOLD_1,Smooth
FOODS_2_325_WI_1_evaluation,FOODS_2_325,WI_1,WI,FOODS,FOODS_2,Smooth
FOODS_3_282_CA_4_evaluation,FOODS_3_282,CA_4,CA,FOODS,FOODS_3,Smooth
HOUSEHOLD_1_453_TX_2_evaluation,HOUSEHOLD_1_453,TX_2,TX,HOUSEHOLD,HOUSEHOLD_1,Smooth
HOUSEHOLD_1_179_CA_3_evaluation,HOUSEHOLD_1_179,CA_3,CA,HOUSEHOLD,HOUSEHOLD_1,Smooth
FOODS_2_065_WI_2_evaluation,FOODS_2_065,WI_2,WI,FOODS,FOODS_2,Smooth
HOUSEHOLD_1_535_CA_3_evaluation,HOUSEHOLD_1_535,CA_3,CA,HOUSEHOLD,HOUSEHOLD_1,Smooth
HOUSEHOLD_1_247_WI_3_evaluation,HOUSEHOLD_1_247,WI_3,WI,HOUSEHOLD,HOUSEHOLD_1,Smooth
HOUSEHOLD_1_100_CA_3_evaluation,HOUSEHOLD_1_100,CA_3,CA,HOUSEHOLD,HOUSEHOLD_1,Smooth
FOODS_3_299_WI_3_evaluation,FOODS_3_299,WI_3,WI,FOODS,FOODS_3,Smooth
HOUSEHOLD_1_151_WI_1_evaluation,HOUSEHOLD_1_151,WI_1,WI,HOUSEHOLD,HOUSEHOLD_1,Smooth
FOODS_3_184_WI_1_evaluation,FOODS_3_184,WI_1,WI,FOODS,FOODS_3,Smooth
FOODS_2_013_CA_2_evaluation,FOODS_2_013,CA_2,CA,FOODS,FOODS_2,Smooth
FOODS_3_704_CA_3_evaluation,FOODS_3_704,CA_3,CA,FOODS,FOODS_3,Smooth
FOODS_3_516_TX_2_evaluation,FOODS_3_516,TX_2,TX,FOODS,FOODS_3,Smooth
FOODS_2_359_CA_1_evaluation,FOODS_2_359,CA_1,CA,FOODS,FOODS_2,Smooth
FOODS_1_082_TX_1_evaluation,FOODS_1_082,TX_1,TX,FOODS,FOODS_1,Smooth
FOODS_2_236_TX_3_evaluation,FOODS_2_236,TX_3,TX,FOODS,FOODS_2,Smooth
HOUSEHOLD_1_096_WI_2_evaluation,HOUSEHOLD_1_096,WI_2,WI,HOUSEHOLD,HOUSEHOLD_1,Smooth
FOODS_3_555_CA_2_evaluation,FOODS_3_555,CA_2,CA,FOODS,FOODS_3,Smooth
HOUSEHOLD_1_277_TX_1_evaluation,HOUSEHOLD_1_277,TX_1,TX,HOUSEHOLD,HOUSEHOLD_1,Smooth
FOODS_3_674_TX_2_evaluation,FOODS_3_674,TX_2,TX,FOODS,FOODS_3,Smooth
HOUSEHOLD_1_339_CA_3_evaluation,HOUSEHOLD_1_339,CA_3,CA,HOUSEHOLD,HOUSEHOLD_1,Smooth
FOODS_3_232_CA_1_evaluation,FOODS_3_232,CA_1,CA,FOODS,FOODS_3,Smooth
FOODS_3_288_CA_1_evaluation,FOODS_3_288,CA_1,CA,FOODS,FOODS_3,Smooth
FOODS_1_086_CA_2_evaluation,FOODS_1_086,CA_2,CA,FOODS,FOODS_1,Smooth
FOODS_3_634_CA_1_evaluation,FOODS_3_634,CA_1,CA,FOODS,FOODS_3,Smooth
HOUSEHOLD_1_072_WI_2_evaluation,HOUSEHOLD_1_072,WI_2,WI,HOUSEHOLD,HOUSEHOLD_1,Smooth
FOODS_3_820_WI_2_evaluation,FOODS_3_820,WI_2,WI,FOODS,FOODS_3,Smooth
HOUSEHOLD_1_019_TX_3_evaluation,HOUSEHOLD_1_019,TX_3,TX,HOUSEHOLD,HOUSEHOLD_1,Smooth
FOODS_3_230_TX_3_evaluation,FOODS_3_230,TX_3,TX,FOODS,FOODS_3,Smooth
FOODS_3_263_TX_2_evaluation,FOODS_3_263,TX_2,TX,FOODS,FOODS_3,Smooth
HOUSEHOLD_1_196_CA_1_evaluation,HOUSEHOLD_1_196,CA_1,CA,HOUSEHOLD,HOUSEHOLD_1,Smooth
FOODS_3_080_CA_2_evaluation,FOODS_3_080,CA_2,CA,FOODS,FOODS_3,Smooth
FOODS_2_021_CA_3_evaluation,FOODS_2_021,CA_3,CA,FOODS,FOODS_2,Smooth
HOUSEHOLD_1_243_WI_1_evaluation,HOUSEHOLD_1_243,WI_1,WI,HOUSEHOLD,HOUSEHOLD_1,Smooth
